TEST_NR;NAME_LANG;NAME_BEFUND_LANG;GESCHLECHT;BIS_ALTER_TAGE;BIS_ALTER_MONATE;BIS_ALTER_JAHRE;BIS_ALTER;NORMALWERT_VON;NORMALWERT_BIS;BEURTEILUNG;QUELLE
4901,0;"Normetanephrin i.24h";"Normetanephrine i.U. /24h";"u";;6,0;;0,9;31,0;111,0;;"Tietz 2015"
4901,0;"Normetanephrin i.24h";"Normetanephrine i.U. /24h";"u";;9,0;;0,9;42,0;109,0;;"Tietz 2015"
4901,0;"Normetanephrin i.24h";"Normetanephrine i.U. /24h";"u";;12,0;;0,9;23,0;103,0;;"Tietz 2015"
4901,0;"Normetanephrin i.24h";"Normetanephrine i.U. /24h";"u";;;2,0;2,0;32,0;118,0;;"Tietz 2015"
4901,0;"Normetanephrin i.24h";"Normetanephrine i.U. /24h";"u";;;6,0;6,0;50,0;111,0;;"Tietz 2015"
4901,0;"Normetanephrin i.24h";"Normetanephrine i.U. /24h";"u";;;10,0;10,0;47,0;176,0;;"Tietz 2015"
4901,0;"Normetanephrin i.24h";"Normetanephrine i.U. /24h";"u";;;16,0;16,0;53,0;290,0;;"Tietz 2015"
4916,0;"Reboxetin";"Reboxetin";"u";;;999,0;999,0;60,0;350,0;;
4923,0;"C1-Est. Inhib. funkt";"C1-Esterase-Inhibitor funktionell";"u";;;999,0;999,0;80,0;130,0;;
4924,0;"von Willebrand-Fakto";"von Willebrand-Faktor Antigen";"u";;;999,0;999,0;60,0;130,0;;"Lentze 2007"
4924,0;"von Willebrand-Fakto";"von Willebrand-Faktor Antigen";"u";1,0;;;0,0;50,0;287,0;;"Lentze 2007"
4924,0;"von Willebrand-Fakto";"von Willebrand-Faktor Antigen";"u";5,0;;;0,1;50,0;254,0;;"Lentze 2007"
4924,0;"von Willebrand-Fakto";"von Willebrand-Faktor Antigen";"u";30,0;;;0,3;50,0;246,0;;"Lentze 2007"
4924,0;"von Willebrand-Fakto";"von Willebrand-Faktor Antigen";"u";;3,0;;0,6;50,0;206,0;;"Lentze 2007"
4924,0;"von Willebrand-Fakto";"von Willebrand-Faktor Antigen";"u";;6,0;;0,9;50,0;197,0;;"Lentze 2007"
4925,0;"Porphobilinogen";"Porphobilinogen i. U./ 24 h";"u";;;999,0;999,0;;7,5;;
4936,0;"Chloralhydrat";"Chloralhydrat";"u";;;999,0;999,0;5,0;15,0;;
4939,0;"Carbamazepin-Epoxid";"Carbamazepin-Epoxid";"u";;;999,0;999,0;0,3;4,0;;"Arbeitsvorschrift CS bzw. Hiemke et al., AGNP-Guideline"
4985,0;"von Willebrand-Fakto";"von Willebrand-Faktor Aktivität";"u";;;999,0;999,0;70,0;;;
5006,0;"Sertralin";"Sertralin";"u";;;999,0;999,0;10,0;150,0;;
5007,0;"Jod";"Jod im Serum";"u";;;999,0;999,0;46,0;70,0;;
5009,0;"Arylsulfatase A";"Arylsulfatase A";"u";;;999,0;999,0;3,6;9,4;;
5066,0;"a1 Mikroglobulin";"a1 Mikroglobulin";"u";;;999,0;999,0;;45,0;;
5067,0;"a1 Mikroglobulin U";"a1 Mikroglobulin im Urin";"u";;;999,0;999,0;;1,3;;
5070,0;"(CD20)";"CD20";"u";;;999,0;999,0;80,0;570,0;;
5071,0;"Anti-HBc";"Anti-HBc";"u";;;999,0;999,0;;;"negativ";
5072,0;"Lysozym";"Lysozym im Serum";"u";;;999,0;999,0;4,6;17,6;;
5086,0;"Procalcitonin sens.";"Procalcitonin sensitiv";"u";;;999,0;999,0;;0,5;;
5087,0;"EBV-ML";"EBV IgM im Liquor";"u";;;999,0;999,0;;;"negativ";
5089,0;"Amfetamin/Metamfetam";"Amfetamine (immunol.)";"u";;;999,0;999,0;;;;
5090,0;"Barbiturate";"Barbiturate";"u";;;999,0;999,0;;;;
5091,0;"Benzodiazepine";"Benzodiaz. (immunol.)";"u";;;999,0;999,0;;;;
5092,0;"Cannabinoide";"Cannabinoide (immunol.)";"u";;;999,0;999,0;;;;
5093,0;"Cocainmetabolit";"Cocainmetabolit (immunol.)";"u";;;999,0;999,0;;;;
5094,0;"Methadon";"Methadon (immunol.)";"u";;;999,0;999,0;;;;
5095,0;"Opiate";"Opiate (immunol.)";"u";;;999,0;999,0;;;;
5096,0;"Creatinin im Urin";"Creatinin im Urin";"u";;;999,0;999,0;35,0;;;
5101,0;"G-POR/CR";"Gesamtporphyrine/Creatinin";"u";;;999,0;999,0;;175,0;;
5103,0;"D-ALSRE/CREA";"d-Aminolävulinsäure/Creatinin";"u";;;999,0;999,0;;23,0;;"Herstellerangaben (Fa. Recipe)"
5106,0;"IgG im Sammelurin";"IgG im Sammelurin";"u";;;999,0;999,0;;0,8;;
5107,0;"IGG-U/CR";"IgG/Creatinin";"u";;;999,0;999,0;;9,0;;
5108,0;"IGG-SU/CR";"IgG/Creatinin";"u";;;999,0;999,0;;9,0;;
5109,0;"a1 Mikroglobulin SU";"a1 Mikroglobulin im Sammelurin";"u";;;999,0;999,0;;1,3;;
5110,0;"A1MI-U/CR";"a1 Mikroglobulin/Creatinin";"u";;;999,0;999,0;;16,0;;
5111,0;"A1MI-SU/CR";"a1 Mikroglobulin/Creatinin";"u";;;999,0;999,0;;16,0;;
5112,0;"ALB-U/CR";"Albumin/Creatinin";"u";;;999,0;999,0;;47,0;;
5113,0;"TP-U/CRE";"Eiweiß/Creatinin";"u";;;999,0;999,0;;100,0;;
5114,0;"ALB-SU/CR";"Albumin/Creatinin";"u";;;999,0;999,0;;47,0;;
5115,0;"TP-SU/CR";"Eiweiß/Creatinin";"u";;;999,0;999,0;;100,0;;
5117,0;"fr. Leichtketten Kap";"freie Leichtketten Kappa (alt)";"u";;;999,0;999,0;;19,4;;
5119,0;"fr. Leichtketten Lam";"freie Leichtketten Lambda (alt)";"u";;;999,0;999,0;;26,3;;
5120,0;"fr. Leichtketten Lam";"fr. Leichtketten Lambda i. U";"u";;;999,0;999,0;;6,7;;
5122,0;"fr. Leichtk. Kap/Cre";"fr. Leichtketten Kappa/Creatinin";"u";;;999,0;999,0;;6,0;;
5123,0;"Kappa/Lambda Ratio";"Kappa/Lambda Ratio (alt)";"u";;;999,0;999,0;0,3;1,6;;
5124,0;"Kappa/Lambda Ratio";"Kappa/Lambda Ratio";"u";;;999,0;999,0;0,5;4,0;;
5126,0;"fr. Leichtk. Lam/Cre";"fr. Leichtketten Lambda/Creatinin";"u";;;999,0;999,0;;6,0;;
5127,0;"Gliad. Fusionsprot.A";"Gliadin Fusionsprotein (IgA)";"u";;;999,0;999,0;;25,0;;
5128,0;"Gliad. Fusionsprot.G";"Gliadin Fusionsprotein (IgG)";"u";;;999,0;999,0;;25,0;;
5130,0;"Transfer.Rez. lösl.";"Transferrin-Rezeptor löslich";"u";;;999,0;999,0;0,8;1,8;;
5131,0;"Antistaphylolysin (A";"Antistaphylolysin (ASTA) Latex";"u";;;999,0;999,0;;2,0;;
5159,0;"HCV-COMBO (EIA)";"HCV-COMBO (EIA)";"u";;;999,0;999,0;;;"negativ";
5162,0;"fr. Leichtketten Kap";"fr. Leichtkett. Kappa i. SU";"u";;;999,0;999,0;;15,1;;
5163,0;"fr. Leichtketten Lam";"fr. Leichtkett. Lambda i. SU";"u";;;999,0;999,0;;10,1;;
5167,0;"Buprenorphin";"Buprenorphin (immunol.)";"u";;;999,0;999,0;;;;
5269,0;"Paliperidon";"Paliperidon";"u";;;999,0;999,0;20,0;60,0;;
5273,0;"IL-2 Rezeptor löslic";"IL-2 Rezeptor löslich";"u";;;999,0;999,0;223,0;710,0;;
5274,0;"CD-Transferrin neu";"CD-Transferrin";"u";;;999,0;999,0;;1,7;;
5280,0;"Osmolalität berechne";"Osmolalität berechnet";"u";;;999,0;999,0;280,0;295,0;;
5292,0;"Pneumokokken IgG EIA";"Pneumokokken (PCP) (EIA)";"u";;;999,0;999,0;10,0;191,2;;
5292,0;"Pneumokokken IgG EIA";"Pneumokokken (PCP) (EIA)";"u";;12,0;;0,9;0,9;93,0;;
5292,0;"Pneumokokken IgG EIA";"Pneumokokken (PCP) (EIA)";"u";;;2,0;2,0;0,9;29,2;;
5292,0;"Pneumokokken IgG EIA";"Pneumokokken (PCP) (EIA)";"u";;;3,0;3,0;1,4;110,4;;
5292,0;"Pneumokokken IgG EIA";"Pneumokokken (PCP) (EIA)";"u";;;4,0;4,0;0,8;262,1;;
5292,0;"Pneumokokken IgG EIA";"Pneumokokken (PCP) (EIA)";"u";;;8,0;8,0;9,2;225,9;;
5292,0;"Pneumokokken IgG EIA";"Pneumokokken (PCP) (EIA)";"u";;;12,0;12,0;11,0;320,8;;
5292,0;"Pneumokokken IgG EIA";"Pneumokokken (PCP) (EIA)";"u";;;18,0;18,0;8,7;502,6;;
5292,0;"Pneumokokken IgG EIA";"Pneumokokken (PCP) (EIA)";"u";;6,0;;0,9;;;;
5307,0;"Beta-Trace-Protein";"Beta-Trace-Protein im Nasensekret";"u";;;999,0;999,0;;6,0;;
5308,0;"Aldosteron/Renin-Quo";"Aldosteron/Renin-Quotient";"u";;;18,0;18,0;;;;
5308,0;"Aldosteron/Renin-Quo";"Aldosteron/Renin-Quotient";"u";;;999,0;999,0;0,0;20,0;;"Herstellerangaben, Beipackzettel Diasorin, Gerät Liaision"
5894,0;"HbA1c stand.";"HbA1c stand.";"u";;;999,0;999,0;20,0;42,0;;
5895,0;"Biotin";"Biotin im Serum";"u";;;999,0;999,0;200,0;800,0;;
5896,0;"Doppelstrang-DNA (EI";"Doppelstrang-DNA (EIA)";"u";;;999,0;999,0;;20,0;;
5897,0;"EDDP";"Methadonmetabolit (immunol.)";"u";;;999,0;999,0;;;;
5900,0;"Paroxetin";"Paroxetin";"u";;;999,0;999,0;30,0;500,0;;
5902,0;"HBs-Antigen";"HBs-Antigen";"u";;;999,0;999,0;;;"negativ";
5907,0;"Glucose 0-Min. in NF";"Glucose 0-Min. in NF";"u";;;999,0;999,0;;95,0;;
5908,0;"Gluc. 120-Min in  NF";"Glucose 120-Min. in  NF";"u";;;999,0;999,0;;153,0;;
5909,0;"Negativkontrolle";"Negativkontrolle";"u";;;999,0;999,0;;;"negativ";
5910,0;"Mitogenkontrolle";"Mitogenkontrolle";"u";;;999,0;999,0;;;"positiv";
5911,0;"Tuberkulose-AG";"Tuberkulose-Antigen";"u";;;999,0;999,0;;;"negativ";
5912,0;"GAD/IA2";"GAD/IA2-Screen";"u";;;999,0;999,0;;4,0;;
5915,0;"Gluc. 60-Min in NF";"Glucose 60-Min in NF";"u";;;999,0;999,0;;180,0;;
5916,0;"Glucose 0-Min. in NF";"Glucose 0-Min. in NF";"u";;;999,0;999,0;;140,0;;
5917,0;"Gluc. 120-Min in  NF";"Glucose 120-Min. in  NF";"u";;;999,0;999,0;;200,0;;
5924,0;"Anti-HAV-IgM*";"Anti-HAV-IgM*";"u";;;999,0;999,0;;;"negativ";
5926,0;"RET-HE";"Retikulozyten-Hb";"u";;;999,0;999,0;28,0;35,0;;
5941,0;"Cystatin C";"Cystatin C";"u";28,0;;;0,3;1,4;1,9;;
5941,0;"Cystatin C";"Cystatin C";"u";;;1,0;1,0;0,7;1,2;;
5941,0;"Cystatin C";"Cystatin C";"u";;;6,0;6,0;0,5;0,9;;
5941,0;"Cystatin C";"Cystatin C";"w";;;999,0;999,0;0,6;1,0;;
5941,0;"Cystatin C";"Cystatin C";"m";;;999,0;999,0;0,6;1,0;;
5941,0;"Cystatin C";"Cystatin C";"u";;;999,0;999,0;;;;
5946,0;"HÄMOL";"Hämolytisch";"u";;;999,0;999,0;;2,0;;
5947,0;"IKTER";"Ikterisch";"u";;;999,0;999,0;;2,0;;
5948,0;"LIPÄM";"Lipämisch";"u";;;999,0;999,0;;2,0;;
5949,0;"Posaconazol";"Posaconazol";"u";;;999,0;999,0;0,5;1,5;;
5950,0;"CEA";"CEA";"u";;;999,0;999,0;;3,0;;
5951,0;"CA72_4_N";"CA 72-4 neu";"u";;;999,0;999,0;;;;
5952,0;"CA125";"CA 125";"u";;;999,0;999,0;;35,0;;
5953,0;"PSA_F";"Freies PSA";"u";;;999,0;999,0;;1,0;;
5954,0;"PSA_G";"PSA";"u";;;999,0;999,0;;4,0;;
5954,0;"PSA_G";"PSA";"u";;;49,0;49,0;;2,0;;
5954,0;"PSA_G";"PSA";"u";;;59,0;59,0;;3,3;;
5959,0;"Treponema-Sucht. EIA";"Treponema-Suchtest ( EIA)";"u";;;999,0;999,0;;;"negativ";
5960,0;"Adenovirus IgG (EIA)";"Adenovirus IgG (EIA)";"u";;;999,0;999,0;;21,0;;
5961,0;"Adenovirus IgM (EIA)";"Adenovirus IgM (EIA)";"u";;;999,0;999,0;;10,0;;
5962,0;"Influenza A IgG (EIA";"Influenza A IgG (EIA)";"u";;;999,0;999,0;;21,0;;
5963,0;"Influenza A IgA (EIA";"Influenza A IgA (EIA)";"u";;;999,0;999,0;;;"negativ";
5964,0;"Influenza B IgG (EIA";"Influenza B IgG (EIA)";"u";;;999,0;999,0;;21,0;;
5965,0;"Influenza B IgA (EIA";"Influenza B IgA (EIA)";"u";;;999,0;999,0;;;"negativ";
5966,0;"Parainfluenza1-3 IgG";"Parainfluenza 1-3 IgG (EIA)";"u";;;999,0;999,0;;21,0;;
5967,0;"Parainfluenza1-3 IgA";"Parainfluenza 1-3 IgA (EIA)";"u";;;999,0;999,0;;;"negativ";
5968,0;"EBNA-IgG (EIA)";"EBNA-IgG (EIA)";"u";;;999,0;999,0;;10,0;;
5976,0;"Mini AUc MMF";"Mini AUc MMF";"u";;;999,0;999,0;30,0;60,0;;
5988,0;"Amphiphysin";"Amphiphysin";"u";;;999,0;999,0;;;"negativ";
5989,0;"CV2.1";"CV2.1";"u";;;999,0;999,0;;;"negativ";
5990,0;"PNMA2 (Ma2/Ta)";"PNMA2 (Ma2/Ta)";"u";;;999,0;999,0;;;"negativ";
6000,0;"PSA frei/gesamt";"PSA frei/gesamt";"u";;;999,0;999,0;0,3;1,0;;
6001,0;"Ferritin";"Ferritin";"u";;;999,0;999,0;21,0;213,0;;
6002,0;"Glucose";"Glucose";"u";;;999,0;999,0;70,0;120,0;;
6003,0;"TSH";"TSH";"u";;;999,0;999,0;0,2;4,0;;
6003,0;"TSH";"TSH";"w";;;999,0;999,0;0,2;4,0;;
6003,0;"TSH";"TSH";"m";;;999,0;999,0;0,2;4,0;;
6004,0;"Harnstoff-N";"Harnstoff-N";"u";;;999,0;999,0;10,0;22,0;;
6005,0;"Natrium";"Natrium";"u";;;999,0;999,0;131,0;148,0;;
6006,0;"Kalium";"Kalium";"u";;;999,0;999,0;3,5;5,0;;
6007,0;"Calcium";"Calcium";"u";;;999,0;999,0;8,5;10,6;;
6008,0;"LDH";"LDH";"u";;;999,0;999,0;120,0;240,0;;
6009,0;"CHE";"CHE";"u";;;999,0;999,0;5400,0;13200,0;;
6010,0;"CHE";"CHE";"u";;;999,0;999,0;5,4;13,2;;
6011,0;"CK";"CK";"u";;;999,0;999,0;0,0;170,0;;
6012,0;"TNI";"Troponin I";"u";;;999,0;999,0;;0,0;;
6014,0;"freies T3";"freies T3";"u";;;999,0;999,0;3,3;6,1;;
6015,0;"freies T4";"freies T4";"u";;;999,0;999,0;10,0;20,2;;
6016,0;"NA-HB";"Natrium im Heparinblut";"u";;;999,0;999,0;136,0;146,0;;
6017,0;"K-HB";"Kalium im Heparinblut";"u";;;999,0;999,0;3,4;4,5;;
6018,0;"Ca-HB";"Calcium ion. im Heparinblut";"u";;;999,0;999,0;1,1;1,2;;
6019,0;"Cl-HB";"Chlorid im Heparinblut";"u";;;999,0;999,0;38,0;106,0;;
6020,0;"GLUC-HB";"Glucose im Heparinblut";"u";;;999,0;999,0;70,0;105,0;;
6021,0;"LA-HB";"Laktat im Heparinblut";"u";;;999,0;999,0;0,5;1,6;;
6022,0;"BILI-HB";"Bilirubin im Heparinblut";"u";;;999,0;999,0;0,3;1,0;;
6023,0;"HKT-HB";"Hämatokrit im Heparinblut";"u";;;999,0;999,0;37,0;50,0;;
6024,0;"HB-HB";"Hämoglobin im Heparinblut";"u";;;999,0;999,0;13,5;17,5;;
6025,0;"GOT";"GOT";"u";;;999,0;999,0;0,0;35,0;;
6027,0;"HITSCORE";"HIT (4T-Score)";"u";;;999,0;999,0;;;"> 5 wahrscheinlich";
6033,0;"PRÄKALLI";"Präkallikrein";"u";;;999,0;999,0;70,0;120,0;;
6034,0;"CRP BB";"CRP BB";"u";;;999,0;999,0;0,0;0,8;;
6035,0;"ENDOMIGG";"Endomysium (IgG)";"u";;;999,0;999,0;;;"< 1: 10";
6036,0;"CH-100";"CH 100";"u";;;999,0;999,0;400,0;1000,0;;
6040,0;"Beta-HCG sens. neu";"HCG sensitiv";"u";;;999,0;999,0;;5,0;;
6067,0;"D-ALSRE/CREA";"d-Aminolävulinsäure/Creatinin";"u";;;999,0;999,0;;56,0;;
6068,0;"PORPH/CRE";"Porphobilinogen/Creatinin";"u";;;999,0;999,0;;7,9;;
6069,0;"CA/CREA-Quotient";"  Ca/Crea-Quotient";"u";;;999,0;999,0;;6,0;;
6070,0;"G-POR/CR";"Gesamtporphyrine/Creatinin";"u";;;999,0;999,0;;175,0;;
6075,0;"Röteln IgG (EIA)";"Röteln IgG (EIA)";"u";;;999,0;999,0;;15,0;;
6076,0;"Röteln ELISA-IgM";"Röteln IgM (EIA)";"u";;;999,0;999,0;;15,0;;
6077,0;"Campylobacter Blot A";"Campylobacter Blot IgA";"u";;;999,0;999,0;;;"negativ";
6078,0;"Campylobacter Blot G";"Campylobacter Blot IgG";"u";;;999,0;999,0;;;"negativ";
6080,0;"HIV1/2";"HIV1/2";"u";;;999,0;999,0;;;"negativ";
6082,0;"Anti-HAV gesamt";"Anti-HAV gesamt";"u";;;999,0;999,0;;;"Immun > 40";
6109,0;"Coxsackie IgG EIA";"Coxsackieviren IgG EIA";"u";;;999,0;999,0;;15,0;;
6110,0;"Coxsackie IgA EIA";"Coxsackieviren IgA EIA";"u";;;999,0;999,0;;15,0;;
6111,0;"Coxsackie IgM EIA";"Coxsackieviren IgM EIA";"u";;;999,0;999,0;;15,0;;
6112,0;"Echo_G";"Echoviren IgG EIA";"u";;;999,0;999,0;;15,0;;
6113,0;"Echo IgA EIA";"Echoviren IgA EIA";"u";;;999,0;999,0;;15,0;;
6114,0;"Echo IgM EIA";"Echoviren IgM EIA";"u";;;999,0;999,0;;15,0;;
6115,0;"Entero IgG EIA";"Enteroviren IgG EIA";"u";;;999,0;999,0;;15,0;;
6116,0;"Entero IgM EIA";"Enteroviren IgM EIA";"u";;;999,0;999,0;;15,0;;
6117,0;"Entero IgA EIA";"Enteroviren IgA EIA";"u";;;999,0;999,0;;15,0;;
6121,0;"beta-1-Globulin";"beta-1-Globulin";"u";;;999,0;999,0;4,7;7,2;;
6122,0;"VDRL-Antikörper";"VDRL-Antikörper";"u";;;999,0;999,0;;;"negativ";
6126,0;"fr. Leichtketten Lam";"fr. Leichtketten Lamda i. U Siemens";"u";;;999,0;999,0;;10,1;;
6131,0;"HEPEBLOTG";"Hepatitis E Blot IgG";"u";;;999,0;999,0;;;"negativ";
6132,0;"HEPEBLOTM";"Hepatitis E Blot IgM";"u";;;999,0;999,0;;;"negativ";
6137,0;"Calprotectin";"Calprotectin im Stuhl";"u";;;999,0;999,0;;50,0;;
6158,0;"SS-ARo52";"SS-A/Ro52";"u";;;999,0;999,0;;25,0;;
6159,0;"SS-ARo60";"SS-A/Ro60";"u";;;999,0;999,0;;25,0;;
6160,0;"CENTROMB";"Centromere B";"u";;;999,0;999,0;;9,0;;
6161,0;"U1_NRNP";"U1-nRNP/SM";"u";;;999,0;999,0;;25,0;;
6162,0;"SM";"Sm";"u";;;999,0;999,0;;25,0;;
6163,0;"SS-B/La";"SS-B/La";"u";;;999,0;999,0;;25,0;;
6164,0;"SCL-70";"Scl-70";"u";;;999,0;999,0;;25,0;;
6165,0;"JO-1";"JO-1";"u";;;999,0;999,0;;25,0;;
6171,0;"ant-Proteinase 3 neu";"Proteinase 3 (EIA)";"u";;;999,0;999,0;;10,0;;
6172,0;"anti-Myeloperoxidase";"Myeloperoxidase (EIA)";"u";;;999,0;999,0;;5,0;;
6173,0;"Ak g. glomerul. Basa";"GBM (EIA)";"u";;;999,0;999,0;;20,0;;
6174,0;"COPEPTIN(CT-pro-AVP)";"Copeptin im Serum";"u";;;999,0;999,0;0,0;14,0;;
6175,0;"ANTI-CARDIOLIPIN IGG";"Anti-Cardiolipin IgG";"u";;;999,0;999,0;;20,0;;
6176,0;"ANTI-CARDIOLIPIN IGM";"Anti-Cardiolipin IgM";"u";;;999,0;999,0;;20,0;;
6177,0;"ANTI- B2-GLYKOPROT G";"Anti-ß2-Glykoprotein IgG";"u";;;999,0;999,0;;20,0;;
6178,0;"ANTI-B2-GLYKOPROT M";"Anti-ß2-Glykoprotein IgM";"u";;;999,0;999,0;;20,0;;
6180,0;"Anti-Parietalzellen";"Anti-Parietalzellen";"u";;;999,0;999,0;;9,0;;
6191,0;"Doppelstrang-DNA a";"Doppelstrang-DNA (EIA-alt)";"u";;;999,0;999,0;;30,0;;
6192,0;"Leptospiren-Elisa-Ig";"Leptospiren-IgG (EIA)";"u";;;999,0;999,0;;;"negativ";
6197,0;"CD4/CD8 RatioI";"CD4/CD8 Ratio";"u";;;999,0;999,0;0,6;2,8;;
6198,0;"CD16CD56I";"Natürliche Killerzellen (CD16/56)";"u";;;999,0;999,0;50,0;530,0;;
6204,0;"Anti-Müller-Hormon";"Anti-Müller-Hormon im Serum";"u";;;999,0;999,0;0,0;12,6;;
6205,0;"Aripiprazol";"Aripiprazol";"u";;;999,0;999,0;150,0;500,0;;
6214,0;"pH (extern)";"pH";"u";;;999,0;999,0;7,3;7,5;;
6215,0;"pO2 (extern)";"pO2";"u";;;999,0;999,0;70,0;105,0;;
6216,0;"pCO2 (extern)";"pCO2";"u";;;999,0;999,0;35,0;45,0;;
6217,0;"HCO3 (extern)";"HCO3";"u";;;999,0;999,0;22,0;26,0;;
6218,0;"BE (extern)";"BE";"u";;;999,0;999,0;-3,0;3,0;;
6219,0;"O2-Sättigung (extern";"O2-Sättigung";"u";;;999,0;999,0;90,0;100,0;;
6220,0;"Met-Hämoglobin (exte";"Met-Hämoglobin";"u";;;999,0;999,0;;1,0;;
6221,0;"Co-Hämoglobin (exter";"Co-Hämoglobin";"u";;;999,0;999,0;;1,0;;
6222,0;"NA-HB (extern)";"Natrium im Heparinblut";"u";;;999,0;999,0;136,0;146,0;;
6223,0;"K-HB (extern)";"Kalium im Heparinblut";"u";;;999,0;999,0;3,4;4,5;;
6224,0;"Ca-HB (extern)";"Calcium ion. im Heparinblut";"u";;;999,0;999,0;1,1;1,2;;
6225,0;"Cl-HB (extern)";"Chlorid im Heparinblut";"u";;;999,0;999,0;98,0;106,0;;
6226,0;"GLUC-HB (extern)";"Glucose im Heparinblut";"u";;;999,0;999,0;70,0;105,0;;
6227,0;"LA-HB (extern)";"Laktat im Heparinblut";"u";;;999,0;999,0;0,5;1,6;;
6228,0;"HKT-HB (extern)";"Hämatokrit im Heparinblut";"u";;;999,0;999,0;37,0;50,0;;
6229,0;"HB-HB (extern)";"Hämoglobin im Heparinblut";"u";;;999,0;999,0;13,5;17,5;;
6238,0;"Duloxetin";"Duloxetin";"u";;;999,0;999,0;30,0;120,0;;
6239,0;"Clozapin";"Clozapin";"u";;;999,0;999,0;350,0;600,0;;
6242,0;"Fluoxetin (gesamt)";"Fluoxetin (gesamt)";"u";;;999,0;999,0;120,0;500,0;;
6248,0;"SYPH-AK";"Syphilis-Antikörper";"u";;;999,0;999,0;;;"negativ";
6249,0;"GHB";"GHB (chromatographisch)";"u";;;999,0;999,0;1,0;4,0;;
6250,0;"GHB";"GHB";"u";;;999,0;999,0;1,0;10,0;;
6252,0;"Caspofungin";"Caspofungin";"u";;;999,0;999,0;1,0;11,0;;
6253,0;"Fluconazol";"Fluconazol";"u";;;999,0;999,0;1,0;15,0;;
6254,0;"Voriconazol";"Voriconazol";"u";;;999,0;999,0;0,5;6,0;;
6257,0;"Itraconazol (gesamt)";"Itraconazol (gesamt)";"u";;;999,0;999,0;0,5;2,0;;
6258,0;"IL-10";"IL-10";"u";;;999,0;999,0;;9,1;;
6259,0;"Anti-mitochondrien";"Anti-Mitochondrien AK Typ M2";"u";;;999,0;999,0;;10,0;;
6299,0;"LEUKOPDF";"Leukozyten";"u";;1,0;;0,4;5,0;19,5;;
6299,0;"LEUKOPDF";"Leukozyten";"u";7,0;;;0,1;5,0;21,0;;
6299,0;"LEUKOPDF";"Leukozyten";"u";14,0;;;0,1;5,0;20,0;;
6299,0;"LEUKOPDF";"Leukozyten";"u";1,0;;;0,0;9,4;34,0;;
6299,0;"LEUKOPDF";"Leukozyten";"u";;;1,0;1,0;6,0;17,5;;
6299,0;"LEUKOPDF";"Leukozyten";"u";;;2,0;2,0;6,0;17,0;;
6299,0;"LEUKOPDF";"Leukozyten";"u";;;4,0;4,0;5,5;15,5;;
6299,0;"LEUKOPDF";"Leukozyten";"u";;;6,0;6,0;5,0;14,5;;
6299,0;"LEUKOPDF";"Leukozyten";"u";;;10,0;10,0;4,5;13,5;;
6299,0;"LEUKOPDF";"Leukozyten";"u";;;16,0;16,0;4,5;13,0;;
6299,0;"LEUKOPDF";"Leukozyten";"u";;;18,0;18,0;4,5;11,0;;
6299,0;"LEUKOPDF";"Leukozyten";"u";;;999,0;999,0;4,0;10,0;;
6300,0;"IGGPDF";"IgG";"u";;;999,0;999,0;700,0;1600,0;;
6300,0;"IGGPDF";"IgG";"u";;;6,0;6,0;500,0;16000,0;;
6300,0;"IGGPDF";"IgG";"u";;;1,0;1,0;170,0;1100,0;;
6300,0;"IGGPDF";"IgG";"u";;3,0;;0,6;170,0;600,0;;
6300,0;"IGGPDF";"IgG";"u";14,0;;;0,1;600,0;1500,0;;
6301,0;"ALB-SPDF";"Albumin";"u";;;999,0;999,0;3,5;5,5;;
6301,0;"ALB-SPDF";"Albumin";"u";14,0;;;0,1;2,5;4,5;;
6301,0;"ALB-SPDF";"Albumin";"u";;;6,0;6,0;3,6;5,2;;
6302,0;"IGAPDF";"IgA";"u";;;999,0;999,0;70,0;400,0;;
6302,0;"IGAPDF";"IgA";"u";14,0;;;0,1;0,0;10,0;;
6302,0;"IGAPDF";"IgA";"u";;;1,0;1,0;10,0;60,0;;
6302,0;"IGAPDF";"IgA";"u";;;3,0;3,0;30,0;100,0;;
6302,0;"IGAPDF";"IgA";"u";;;6,0;6,0;30,0;200,0;;
6303,0;"IGMPDF";"IgM";"u";14,0;;;0,1;10,0;40,0;;
6303,0;"IGMPDF";"IgM";"u";;;999,0;999,0;40,0;230,0;;
6303,0;"IGMPDF";"IgM";"u";;;1,0;1,0;40,0;160,0;;
6303,0;"IGMPDF";"IgM";"u";;3,0;;0,6;30,0;90,0;;
6310,0;"INH-B";"Inhibin-B";"u";;;999,0;999,0;0,0;341,0;;
7014,0;"ADAMANT";"ADAMTS-13 Antikörper";"u";;;999,0;999,0;0,0;12,0;;
7015,0;"ADAMAKT";"ADAMTS-13 Aktivität";"u";;;999,0;999,0;40,0;;;
7017,0;"Methotrexat";"Methotrexat";"u";;;999,0;999,0;;;;
7018,0;"AMANITIN";"Amanitin";"u";;;999,0;999,0;;1,5;;
7019,0;"TEST";"TEST HN";"u";;;999,0;999,0;1,0;10,0;;"123456789112345678921234567893"
7030,0;"ALDOST-EP";"Aldosteron im Plasma";"u";1,0;;;0,0;214,0;1253,0;;"Thomas, Labor und Diagnose, 8. Auflage, TH-Books Frankfurt/Main, 2012"
7030,0;"ALDOST-EP";"Aldosteron im Plasma";"u";2,0;;;0,0;191,0;1123,0;;"Thomas, Labor und Diagnose, 8. Auflage, TH-Books Frankfurt/Main, 2012"
