TEST_NR;NAME_KURZ_10;NAME_LANG;NAME_BEFUND_LANG;GUELTIG_AB;EINHEIT_NAME;NORMALWERT_VON;NORMALWERT_BIS;BEURTEILUNG;ARBEITSPLATZ_BEZ
509;FSME_G;FSME-IgG;FSME-IgG;10.02.2003;U/ml;;20;;Infektserologie
510;HNST-N U;Harnstoff-N im Urin;Harnstoff-N im Urin;10.02.2003;mg/dl;1500;2600;;Quantitative Urinana
512;PHOS-U24;Phosphat i.24h Urin;Phosphat i.U./ 24h;10.02.2003;mmol/24h;15;45;;Quantitative Urinana
513;OESTRAD;Oestradiol;Oestradiol;10.02.2003;pg/ml;10,9;82,3;;Chemie
513;OESTRAD;Oestradiol;Oestradiol;10.02.2003;pg/ml;;;;Chemie
513;OESTRAD;Oestradiol;Oestradiol;10.02.2003;pg/ml;14,4;187,4;;Chemie
513;OESTRAD;Oestradiol;Oestradiol;10.02.2003;pg/ml;13,3;138,1;;Chemie
513;OESTRAD;Oestradiol;Oestradiol;10.02.2003;pg/ml;20,7;231,3;;Chemie
513;OESTRAD;Oestradiol;Oestradiol;10.02.2003;pg/ml;6,8;247,6;;Chemie
513;OESTRAD;Oestradiol;Oestradiol;10.02.2003;pg/ml;11,4;147,4;;Chemie
513;OESTRAD;Oestradiol;Oestradiol;10.02.2003;pg/ml;;;;Chemie
513;OESTRAD;Oestradiol;Oestradiol;10.02.2003;pg/ml;;62,4;;Chemie
513;OESTRAD;Oestradiol;Oestradiol;10.02.2003;pg/ml;8,4;34,3;;Chemie
513;OESTRAD;Oestradiol;Oestradiol;10.02.2003;pg/ml;;17,7;;Chemie
513;OESTRAD;Oestradiol;Oestradiol;10.02.2003;pg/ml;7,9;33;;Chemie
513;OESTRAD;Oestradiol;Oestradiol;10.02.2003;pg/ml;;22,6;;Chemie
513;OESTRAD;Oestradiol;Oestradiol;10.02.2003;pg/ml;;22,1;;Chemie
513;OESTRAD;Oestradiol;Oestradiol;10.02.2003;pg/ml;7,6;30;;Chemie
513;OESTRAD;Oestradiol;Oestradiol;10.02.2003;pg/ml;7,1;35,7;;Chemie
513;OESTRAD;Oestradiol;Oestradiol;10.02.2003;pg/ml;32,1;517;;Chemie
513;OESTRAD;Oestradiol;Oestradiol;10.02.2003;pg/ml;5,4;63,2;;Chemie
513;OESTRAD;Oestradiol;Oestradiol;10.02.2003;pg/ml;6;74,4;;Chemie
513;OESTRAD;Oestradiol;Oestradiol;10.02.2003;pg/ml;;82,3;;Chemie
513;OESTRAD;Oestradiol;Oestradiol;10.02.2003;pg/ml;10,9;37,3;;Chemie
513;OESTRAD;Oestradiol;Oestradiol;10.02.2003;pg/ml;7,6;35,1;;Chemie
513;OESTRAD;Oestradiol;Oestradiol;10.02.2003;pg/ml;;40;;Chemie
513;OESTRAD;Oestradiol;Oestradiol;10.02.2003;pg/ml;;;;Chemie
513;OESTRAD;Oestradiol;Oestradiol;10.02.2003;pg/ml;6,8;31,6;;Chemie
513;OESTRAD;Oestradiol;Oestradiol;10.02.2003;pg/ml;11,4;36,5;;Chemie
513;OESTRAD;Oestradiol;Oestradiol;10.02.2003;pg/ml;5,7;30,8;;Chemie
513;OESTRAD;Oestradiol;Oestradiol;10.02.2003;pg/ml;;22,1;;Chemie
513;OESTRAD;Oestradiol;Oestradiol;10.02.2003;pg/ml;6,3;24;;Chemie
513;OESTRAD;Oestradiol;Oestradiol;10.02.2003;pg/ml;;47,9;;Chemie
513;OESTRAD;Oestradiol;Oestradiol;10.02.2003;pg/ml;9;51,2;;Chemie
513;OESTRAD;Oestradiol;Oestradiol;10.02.2003;pg/ml;;60,2;;Chemie
513;OESTRAD;Oestradiol;Oestradiol;10.02.2003;pg/ml;;42,8;;Chemie
514;TESTOST;Testosteron i.Serum;Testosteron;10.02.2003;ng/dl;;;;Chemie
514;TESTOST;Testosteron i.Serum;Testosteron;10.02.2003;ng/dl;20;60;;Chemie
514;TESTOST;Testosteron i.Serum;Testosteron;10.02.2003;ng/dl;175;781;;Chemie
514;TESTOST;Testosteron i.Serum;Testosteron;10.02.2003;ng/dl;;75;;Chemie
514;TESTOST;Testosteron i.Serum;Testosteron;10.02.2003;ng/dl;5;40;;Chemie
514;TESTOST;Testosteron i.Serum;Testosteron;10.02.2003;ng/dl;;;;Chemie
514;TESTOST;Testosteron i.Serum;Testosteron;10.02.2003;ng/dl;300;;;Chemie
514;TESTOST;Testosteron i.Serum;Testosteron;10.02.2003;ng/dl;270;630;;Chemie
514;TESTOST;Testosteron i.Serum;Testosteron;10.02.2003;ng/dl;10;350;;Chemie
514;TESTOST;Testosteron i.Serum;Testosteron;10.02.2003;ng/dl;5;100;;Chemie
514;TESTOST;Testosteron i.Serum;Testosteron;10.02.2003;ng/dl;0,5;20;;Chemie
514;TESTOST;Testosteron i.Serum;Testosteron;10.02.2003;ng/dl;;;;Chemie
514;TESTOST;Testosteron i.Serum;Testosteron;10.02.2003;ng/dl;12;60;;Chemie
514;TESTOST;Testosteron i.Serum;Testosteron;10.02.2003;ng/dl;8;50;;Chemie
514;TESTOST;Testosteron i.Serum;Testosteron;10.02.2003;ng/dl;0,5;20;;Chemie
514;TESTOST;Testosteron i.Serum;Testosteron;10.02.2003;ng/dl;2;15;;Chemie
514;TESTOST;Testosteron i.Serum;Testosteron;10.02.2003;ng/dl;2;20;;Chemie
514;TESTOST;Testosteron i.Serum;Testosteron;10.02.2003;ng/dl;10;50;;Chemie
514;TESTOST;Testosteron i.Serum;Testosteron;10.02.2003;ng/dl;80;320;;Chemie
515;A_1_AT;alpha-1-Antitrypsin;alpha-1-Antitrypsin;10.02.2003;g/l;0,9;2;;Chemie
515;A_1_AT;alpha-1-Antitrypsin;alpha-1-Antitrypsin;10.02.2003;g/l;1,16;3,56;;Chemie
516;FAKVIII;Faktor VIII;Faktor VIII;10.02.2003;%;50;154;;Gerinnung Faktoren
516;FAKVIII;Faktor VIII;Faktor VIII;10.02.2003;%;50;157;;Gerinnung Faktoren
516;FAKVIII;Faktor VIII;Faktor VIII;10.02.2003;%;50;125;;Gerinnung Faktoren
516;FAKVIII;Faktor VIII;Faktor VIII;10.02.2003;%;50;109;;Gerinnung Faktoren
516;FAKVIII;Faktor VIII;Faktor VIII;10.02.2003;%;50;178;;Gerinnung Faktoren
516;FAKVIII;Faktor VIII;Faktor VIII;10.02.2003;%;70;180;;Gerinnung Faktoren
517;EPI/KOL;Epinephrin/Kollagen;Epinephrin/Kollagen;10.02.2003;sec;82;168;;Hämatologie Sonder
518;ADP/KOL;ADP/Kollagen;ADP/Kollagen;10.02.2003;sec;80;120;;Hämatologie Sonder
519;TNFA;TNF-alpha;TNF-alpha;10.02.2003;pg/ml;0;8,1;;Versand
520;MONOZY-Z;Monozytäre Zellen;Monoz. Zellen im Punktat;10.02.2003;%;;;;Hämatologie
521;FTYP2A;FTYP2A;FTYP2A;10.02.2003;;;;;Chemie
522;CD38;(CD38);(CD38);10.02.2003;;;;;Hämatologie Immunzyt
523;CD11C;(CD11c);(CD11c);10.02.2003;;;;;Hämatologie Immunzyt
524;HLA-DR;HLA-DR;HLA-DR;10.02.2003;;;;;Hämatologie Immunzyt
525;IG_KAPPA;Ig-Kappa;Ig-Kappa;10.02.2003;;;;;Hämatologie Immunzyt
526;IG_LAMBD;Ig-Lambda;Ig-Lambda;10.02.2003;;;;;Hämatologie Immunzyt
527;GRANULOZ;Granulozyten (CD45+);Granulozyten (CD45+);10.02.2003;%;;;;Hämatologie Immunzyt
530;CD3 %;CD3;T-Lymphozyten (CD3);10.02.2003;% Lymph;;;;Hämatologie Immunzyt
532;CD4 %;CD4;Helfer-T-Lymphozyten (CD4);10.02.2003;% Lymph;;;;Hämatologie Immunzyt
534;CD8 %;CD8;Suppressor-T-Lymphozyten (CD8);10.02.2003;% Lymph;;;;Hämatologie Immunzyt
535;B-ZELLEN;B-Lymphozyten (CD19);B-Lymphozyten (CD19);10.02.2003;% Lymph;;;;Hämatologie Immunzyt
536;CD19 %;CD19;B-Lymphozyten (CD19);10.02.2003;% Lymph;;;;Hämatologie Immunzyt
538;CD16CD56;CD16CD56;Natürliche Killerzellen (CD16/56);10.02.2003;%;;;;Hämatologie Immunzyt
539;MONOZYT;Monozyten (CD14);Monozyten (CD14);10.02.2003;%;;;;Hämatologie Immunzyt
540;CD14;(CD14);(CD14);10.02.2003;;;;;Hämatologie Immunzyt
541;ATYP-LYM;Atyp. Lymphozyten;Atyp. Lymphozyten;10.02.2003;%;;0,0001;;Hämatologie
542;ATYP-ZE;ATYP-ZE;ATYP-ZE;10.02.2003;/µl;;;;Hämatologie Immunzyt
544;CD103;(CD103);(CD103);10.02.2003;;;;;Hämatologie Immunzyt
545;CD10;(CD10);(CD10);10.02.2003;;;;;Hämatologie Immunzyt
546;CD20;(CD20);(CD20);10.02.2003;;;;;Hämatologie Immunzyt
547;CD5;(CD5);(CD5);10.02.2003;;;;;Hämatologie Immunzyt
548;CD22;(CD22);(CD22);10.02.2003;;;;;Hämatologie Immunzyt
549;CD23;(CD23);(CD23);10.02.2003;;;;;Hämatologie Immunzyt
550;CD43;(CD43);(CD43);10.02.2003;;;;;Hämatologie Immunzyt
551;IGD;IgD;IgD;10.02.2003;U/ml;;100;;Versand
555;NORMOB;Normoblasten;Normoblasten;10.02.2003;/100 Leuko;;;;Hämatologie
557;KERNSCHA;Kernschatten;Kernschatten;10.02.2003;%;;0;;Hämatologie
559;CD34;(CD34);(CD34);10.02.2003;;;;;Hämatologie Immunzyt
560;CD33;(CD33);(CD33);10.02.2003;;;;;Hämatologie Immunzyt
561;CD13;(CD13);(CD13);10.02.2003;;;;;Hämatologie Immunzyt
562;BLAST;Blasten;Blasten;10.02.2003;%;;0,0001;;Hämatologie
563;LYMPHOI;Lymphoid-Zellen;Lymphoid-Zellen;10.02.2003;%;;;0;Hämatologie
566;CH50;CH50;CH50;10.02.2003;E/ml;100;150;;Infektserologie
567;VIT A;Vitamin A (Retinol);Vitamin A (Retinol) im Serum;10.02.2003;µl;30;71;;Versand
567;VIT A;Vitamin A (Retinol);Vitamin A (Retinol) im Serum;10.02.2003;µl;20;40;;Versand
567;VIT A;Vitamin A (Retinol);Vitamin A (Retinol) im Serum;10.02.2003;µl;26;49;;Versand
567;VIT A;Vitamin A (Retinol);Vitamin A (Retinol) im Serum;10.02.2003;µl;26;72;;Versand
568;IL-6;IL-6;IL-6;10.02.2003;pg/ml;;6;;Chemie
569;KALZITON;Kalzitonin;Kalzitonin;10.02.2003;pg/ml;;8,4;;Toxikologie
569;KALZITON;Kalzitonin;Kalzitonin;10.02.2003;pg/ml;;5;;Toxikologie
570;CA15_3_A;CA 15-3_A;CA 15-3 alt;10.02.2003;U/ml;;28;;Tumormarker
571;VIT E;Vitamin E (a-Tocophe;Vitamin E (a-Tocopherol) im Serum;10.02.2003;µg/dl;750;2300;;Versand
572;INSULIN;Insulin;Insulin;10.02.2003;mIU/l;1,9;23;;Toxikologie
574;CD4/CD8;CD4/CD8 Ratio;CD4/CD8 Ratio;10.02.2003;;0,6;2,8;;Hämatologie Immunzyt
575;HANT_G_I;Hantavirus-IgG IFT;Hantavirus IgG (IFT);10.02.2003;Titer;;;< 1: 16;Infektserologie
577;ERYTHROP;Erythropoetin;Erythropoetin;11.02.2003;mU/ml;3,5;17,6;;Versand
579;CHLORPRO;Chlorprothixen;Chlorprothixen;11.02.2003;ng/ml;20;300;;Toxikologie
581;FTYPNO;FTYPNO;FTYPNO;11.02.2003;;;;;Chemie
582;CA125_A;CA 125;CA 125 alt;11.02.2003;U/ml;;35;;Tumormarker
587;ALB_Q IS;Albumin Quotient;Albumin Quotient;11.02.2003;;;;;Liquor
588;IGG_Q IS;IgG Quotient;IgG Quotient;11.02.2003;;;;;Liquor
595;FSME_M;FSME-IgM;FSME-IgM;11.02.2003;;;;negativ;Infektserologie
599;TETA_T_G;Tetanus-Toxin-ELISA;Tetanus-Toxoid (EIA);11.02.2003;IE/ml;;;immun > 0.5;Infektserologie
600;THRO_A_G;Thromb. Auto-Ak geb.;Thrombozyten Auto-Ak (gebunden) im Citratblut;11.02.2003;;;;;Versand
601;ALDOST-S;Aldosteron;Aldosteron;11.02.2003;pg/ml;;;;Ria
602;SULTIAM;Sultiam;Sultiam;11.02.2003;µg/ml;2;8;;Toxikologie
604;ROET_M;Röteln IgM (CLIA);Röteln IgM (CLIA);11.02.2003;AU/ml;;;negativ;Chemie
608;FAKIX;Faktor IX;Faktor IX;11.02.2003;%;70;150;;Gerinnung Faktoren
608;FAKIX;Faktor IX;Faktor IX;11.02.2003;%;15;91;;Gerinnung Faktoren
608;FAKIX;Faktor IX;Faktor IX;11.02.2003;%;21;81;;Gerinnung Faktoren
608;FAKIX;Faktor IX;Faktor IX;11.02.2003;%;21;113;;Gerinnung Faktoren
608;FAKIX;Faktor IX;Faktor IX;11.02.2003;%;36;136;;Gerinnung Faktoren
609;FS24;Gemüse I;Gemüse I;11.02.2003;AU/ml;;;;Allergie/löschen
610;MM3;Aspergillus fumigatu;Aspergillus fumigatus;11.02.2003;AU/ml;;;;Allergie/löschen
611;MM2;Cladosporium herbaru;Cladosporium herbarum (MM2);11.02.2003;AU/ml;;;;Allergie/löschen
612;MM1;Penicillium notatum;Penicillium notatum;11.02.2003;AU/ml;;;;Allergie/löschen
613;GG6;Lieschgras;Lieschgras;11.02.2003;AU/ml;2;21;;Allergie/löschen
614;GG12;Roggen;Roggen;11.02.2003;AU/ml;;;;Allergie/löschen
615;GG8;Wiesenrispengras;Wiesenrispengras;11.02.2003;AU/ml;;;;Allergie/löschen
616;GG4;Wiesenschwingel;Wiesenschwingel;11.02.2003;AU/ml;;;;Allergie/löschen
617;TT3;Birke;Birke;11.02.2003;AU/ml;;;;Allergie/löschen
618;TT2;Grau-Erle;Grau-Erle;11.02.2003;AU/ml;;;;Allergie/löschen
619;WW6;Beifuß;Beifuß;11.02.2003;AU/ml;;;;Allergie/löschen
620;EE86;Entenfedern;Entenfedern;11.02.2003;AU/ml;;;;Allergie/löschen
621;EE70;Gänsefedern;Gänsefedern;11.02.2003;AU/ml;;;;Allergie/löschen
622;ECHINO_P;Echinokokken Western;Echinokokken (Westernblot);11.02.2003;;;;negativ;Infektserologie
623;ECHINO_I;Echinokokken (IFT);Echinokokken (IFT);11.02.2003;Titer;;;< 1: 40;Infektserologie
624;ECHINOKO;Echinokokken;Echinokokken;11.02.2003;;;;;Infektserologie
625;CASA;CASA;CASA;11.02.2003;U/ml;;4;;Tumormarker
626;COERULOP;Coeruloplasmin;Coeruloplasmin;11.02.2003;g/l;0,25;0,46;;Proteine
626;COERULOP;Coeruloplasmin;Coeruloplasmin;11.02.2003;g/l;0,26;0,91;;Proteine
626;COERULOP;Coeruloplasmin;Coeruloplasmin;11.02.2003;g/l;0,15;0,56;;Proteine
626;COERULOP;Coeruloplasmin;Coeruloplasmin;11.02.2003;g/l;0,05;0,33;;Proteine
626;COERULOP;Coeruloplasmin;Coeruloplasmin;11.02.2003;g/l;0,22;0,58;;Proteine
626;COERULOP;Coeruloplasmin;Coeruloplasmin;11.02.2003;g/l;0,15;0,5;;Proteine
628;LEP_CA_K;Lep. canicola KBR;L. canicola (KBR);11.02.2003;Titer;;;< 1: 20;Infektserologie
629;LEP_GR_K;Lep. grippotyphosa K;L. grippotyphosa (KBR);11.02.2003;Titer;;;< 1: 20;Infektserologie
630;LEP_PO_K;Lep. pomona KBR;L. pomona (KBR);11.02.2003;Titer;;;< 1: 20;Infektserologie
631;LEP_IC_K;Lep. icterohaemorrha;L. icterohaemorrhagiae (KBR);11.02.2003;Titer;;;< 1: 20;Infektserologie
632;LEP_SE_K;Lep. sejroe KBR;L. sejroe (KBR);11.02.2003;Titer;;;< 1: 20;Infektserologie
633;CU;Kupfer;Kupfer im Serum;11.02.2003;µg/dl;65;165;;Versand
634;FS15;Kindernahrung;Kindernahrung;11.02.2003;AU/ml;;;;Allergie/löschen
635;FF85;Sellerie;Sellerie;11.02.2003;AU/ml;;;;Allergie/löschen
636;ORNI_K;Ornithose KBR;C. psittaci (KBR);11.02.2003;Titer;;;< 1: 20;Infektserologie
637;FTYP3;FTYP3;FTYP3;11.02.2003;;;;;Chemie
638;C3_AKT;C3-Aktivator;C3-Aktivator;11.02.2003;mg/dl;10;40;;Infektserologie
639;ASCARIS;Ascaris (EIA);Ak g. Ascaris;11.02.2003;;;;negativ;Versand
640;HS12;Milben;Milben;11.02.2003;AU/ml;;;;Allergie/löschen
642;AMIODAR;Amiodaron gesamt;Amiodaron (gesamt);11.02.2003;µg/ml;1;3,5;;Toxikologie
643;DESETHY;Desethylamiodaron;Desethylamiodaron;11.02.2003;µg/ml;;;;Toxikologie
644;LYM.RE;Lymphatische Reizfor;Lymphat. Reizformen;11.02.2003;%;;0;;Hämatologie
645;RED.P;Reduktions-Probe;Reduktions-Probe;11.02.2003;%;;;;Toxikologie
647;AMOEB_P;Amöben (PHA);Amöben (PHA);11.02.2003;Titer;;;< 1: 128;Infektserologie
649;ASMA;Ak g. glatte Muskula;Glatte Muskulatur;11.02.2003;Titer;;;< 1: 20;Autoantikörper
650;C3_D;C3d-gebunden;C3d-gebunden (IgG);11.02.2003;µg/ml;;40;;Infektserologie
651;C1_Q;C1q-gebunden;C1q-gebunden (IgG und IgM);11.02.2003;µg/ml;;45;;Infektserologie
653;ECHO_K;Echo-Viren KBR;Echo-Viren KBR;11.02.2003;Titer;;;< 1: 40;Infektserologie
671;BRU_AB;Brucella abortus;Brucella abortus (KBR);11.02.2003;Titer;;;negativ;Infektserologie
672;ES11;Tiere;Tiere;11.02.2003;AU/ml;;;;Allergie/löschen
673;FS21;Früchte I;Früchte I;11.02.2003;AU/ml;;;;Allergie/löschen
674;OXCARBA;Oxcarbazepin;Oxcarbazepin;11.02.2003;µg/ml;0,4;2;;Toxikologie
675;SCC;SCC;SCC;11.02.2003;ng/ml;;1,5;;Chemie
678;BA_H_G_I;Bartonella henselae;B. henselae IgG (IFT);11.02.2003;Titer;;;< 1: 64;Infektserologie
679;BA_H_M_I;Bartonella henselae;B. henselae IgM (IFT);11.02.2003;Titer;;;< 1: 20;Infektserologie
680;BA_Q_G_I;Bartonella quintana;B. quintana IgG (IFT);11.02.2003;Titer;;;< 1: 64;Infektserologie
681;BA_Q_M_I;Bartonella quintana;B. quintana IgM (IFT);11.02.2003;Titer;;;< 1: 20;Infektserologie
682;ALDOST-SU;Aldosteron i. SU;Aldosteron im Sammelurin;11.02.2003;µg/l;;;;Toxikologie
683;ALDOST24;Aldosteron i. U./24h;Aldosteron i. U./24h;11.02.2003;µg/24h;1,2;28,1;;Toxikologie
683;ALDOST24;Aldosteron i. U./24h;Aldosteron i. U./24h;11.02.2003;µg/24h;1;8;;Toxikologie
683;ALDOST24;Aldosteron i. U./24h;Aldosteron i. U./24h;11.02.2003;µg/24h;0,5;5;;Toxikologie
688;BASOD;Basophile Granulozyt;Basophile;11.02.2003;%;;2;;Hämatologie
689;NE-ZEL-E;Nicht einzuordn. Zel;Nicht einzuordn. Zellen;11.02.2003;%;;0,0001;;Hämatologie
694;MONOD;Monozyten;Monozyten;12.02.2003;%;3,4;9;;Hämatologie
695;TOBRA;Tobramycin;Tobramycin;12.02.2003;µg/ml;;;< 1 (Talspiegel);Chemie
696;LYMPHD;Lymphozyten;Lymphozyten;12.02.2003;%;28;56;;Hämatologie
696;LYMPHD;Lymphozyten;Lymphozyten;12.02.2003;%;27;70;;Hämatologie
696;LYMPHD;Lymphozyten;Lymphozyten;12.02.2003;%;33;77;;Hämatologie
696;LYMPHD;Lymphozyten;Lymphozyten;12.02.2003;%;36;64;;Hämatologie
696;LYMPHD;Lymphozyten;Lymphozyten;12.02.2003;%;19;48;;Hämatologie
696;LYMPHD;Lymphozyten;Lymphozyten;12.02.2003;%;10;45;;Hämatologie
697;CORT-SU;Cortisol im Sammelur;Cortisol im Sammelurin;12.02.2003;µg/l;;;;Versand
698;CD41/CD61;CD41/CD61;CD41/CD61 Expression;12.02.2003;%;70;120;;Hämatologie Immunzyt
699;CD42b;CD42b;CD42b Expression;12.02.2003;%;70;120;;Hämatologie Immunzyt
700;MTHO;Methotrexat;Methotrexat;12.02.2003;µmol/l;;;;Chemie
701;G-PORPH;GES-PORP;Gesamtporphyrine im Sammelurin;12.02.2003;µg/l;;;;Toxikologie
702;G-POR 24;Ges.Porphyrine i.24h;Gesamtporphyrine i. U./ 24 h;12.02.2003;µg/24h;;200;;Toxikologie
703;IGG_SUBK;IgG-Subklassen;IgG-Subklassen;12.02.2003;;;;;Proteine
704;IGG_G1;Immunglobulin G1;IgG1;12.02.2003;mg/dl;265;938;;Proteine
704;IGG_G1;Immunglobulin G1;IgG1;12.02.2003;mg/dl;405;1011;;Proteine
704;IGG_G1;Immunglobulin G1;IgG1;12.02.2003;mg/dl;362;1027;;Proteine
704;IGG_G1;Immunglobulin G1;IgG1;12.02.2003;mg/dl;377;1131;;Proteine
704;IGG_G1;Immunglobulin G1;IgG1;12.02.2003;mg/dl;362;1228;;Proteine
704;IGG_G1;Immunglobulin G1;IgG1;12.02.2003;mg/dl;265;938;;Proteine
705;IGG_G2;Immunglobulin G2;IgG2;12.02.2003;mg/dl;27,58;215;;Proteine
705;IGG_G2;Immunglobulin G2;IgG2;12.02.2003;mg/dl;57,1;290,4;;Proteine
705;IGG_G2;Immunglobulin G2;IgG2;12.02.2003;mg/dl;67,8;388,2;;Proteine
705;IGG_G2;Immunglobulin G2;IgG2;12.02.2003;mg/dl;81,1;471,9;;Proteine
705;IGG_G2;Immunglobulin G2;IgG2;12.02.2003;mg/dl;169;786;;Proteine
706;IGG_G3;Immunglobulin G3;IgG3;12.02.2003;mg/dl;8,7;86,4;;Proteine
706;IGG_G3;Immunglobulin G3;IgG3;12.02.2003;mg/dl;12,9;78,9;;Proteine
706;IGG_G3;Immunglobulin G3;IgG3;12.02.2003;mg/dl;11;85;;Proteine
706;IGG_G3;Immunglobulin G3;IgG3;12.02.2003;mg/dl;13,8;105,8;;Proteine
706;IGG_G3;Immunglobulin G3;IgG3;12.02.2003;mg/dl;15,8;89;;Proteine
707;IGG_G4;Immunglobulin G4;IgG4;12.02.2003;mg/dl;;144,6;;Proteine
707;IGG_G4;Immunglobulin G4;IgG4;12.02.2003;mg/dl;;74,21;;Proteine
707;IGG_G4;Immunglobulin G4;IgG4;12.02.2003;mg/dl;;201;;Proteine
707;IGG_G4;Immunglobulin G4;IgG4;12.02.2003;mg/dl;;169,88;;Proteine
707;IGG_G4;Immunglobulin G4;IgG4;12.02.2003;mg/dl;;198,47;;Proteine
708;CHL_P_A;C. pneumoniae IgA;C. pneumoniae IgA (EIA);12.02.2003;;;;negativ;Infektserologie
709;CHL_P_M;C. pneumoniae IgM;C. pneumoniae IgM;12.02.2003;Index;;1;;Infektserologie
711;FTYP5;FTYP5;FTYP5;12.02.2003;;;;;Chemie
714;PARV_G_I;Parvo B19 IgG IFT;Parvo B19 IgG (EIA);12.02.2003;;;10;;Infektserologie
715;PARV_M_I;Parvo B19 IgM IFT;Parvo B19 IgM (EIA);12.02.2003;;;10;;Infektserologie
716;CHL_T_A;C. trachomatis IgA;C. trachomatis IgA (EIA);12.02.2003;;;;negativ;Infektserologie
717;CHL_T_G;C. trachomatis IgG;C. trachomatis IgG (EIA);12.02.2003;RE/ml;;21;;Infektserologie
720;PYRUVAT;Pyruvat;Pyruvat;12.02.2003;;;;;Versand
721;FTYP2B;FTYP2B;FTYP2B;12.02.2003;;;;;Chemie
723;MYKOPL_E;Mykoplasma IgM ELISA;Mykoplasmen IgM (EIA);12.02.2003;;;;negativ;Infektserologie
726;LEG_P1_I;Legionella pneumophi;Antigenpool 1 (IFT);13.02.2003;Titer;;;< 1:128;Infektserologie
727;LEG_P2_I;Legionella pneumophi;Antigenpool 2 (IFT);13.02.2003;Titer;;;< 1: 128;Infektserologie
729;Q_FIEB_K;Q-Fieber KBR;Q-Fieber (KBR);13.02.2003;Titer;;;< 1: 20;Infektserologie
730;PNEUMO_I;Pneumocystis carinii;Pneumocystis carinii;13.02.2003;;;;;Infektserologie
731;PTN;Phenytoin;Phenytoin;13.02.2003;µg/ml;15;25;;Chemie
732;ALDOLASE;Aldolase;Aldolase;13.02.2003;U/l;3,1;7,6;;Versand
734;GS14;Gräser (Spätblüher);Gräser (Spätblüher);13.02.2003;AU/ml;;;;Allergie/löschen
735;GS11;Gräser (Frühblüher);Gräser (Frühblüher);13.02.2003;AU/ml;;;;Allergie/löschen
736;EE2;Hunde-Epithelien;Hunde-Epithelien;13.02.2003;AU/ml;;;;Allergie/löschen
737;EE5;Hunde-Schuppen;Hunde-Schuppen;13.02.2003;AU/ml;;;;Allergie/löschen
739;EE3;Pferde-Epithelien;Pferde-Epithelien;13.02.2003;AU/ml;;;;Allergie/löschen
740;TPHA_LB;Treponema (TPHA)Biok;Treponema (TPHA)*;13.02.2003;Titer;;;negativ;Infektserologie
741;EE82;Kaninchen-Epithelien;Kaninchen-Epithelien;13.02.2003;AU/ml;;;;Allergie/löschen
742;TOXOCARA;Toxocara (Blot);Toxocara (Blot);14.02.2003;;;;negativ;Infektserologie
743;A_DESMO3;Ak g. Desmoglein 3;Desmoglein 3;14.02.2003;;;;;Versand
744;A_DESMO1;Ak g. Desmoglein 1;Desmoglein 1;14.02.2003;;;;;Versand
746;A_GANGLI;Ak g. Ganglioside;Ak g. Ganglioside;14.02.2003;;;;;Autoantikörper
747;LAMBLI_I;Lamblien (IFT);Lamblien (IFT);14.02.2003;Titer;;;negativ;Infektserologie
748;HBA0  ES;Hb A;Hb A0;14.02.2003;%;95;;;Elektrophorese
749;HBA2  ES;Hb A2;Hb A2;14.02.2003;%;;3;;Elektrophorese
750;HBS   ES;Hb S;Hb S;14.02.2003;%;;;;Elektrophorese
751;HBF   ES;Hb F;Hb F;14.02.2003;%;;;;Elektrophorese
758;MET HB;Met-Hämoglobin;Met-Hämoglobin;14.02.2003;%;;1;;Chemie
762;US11;Umwelt-Screen I;Umwelt-Screen I;17.02.2003;AU/ml;;;;Allergie/löschen
764;TBC;Mykobakt. tuberculos;Mykobakterien (EIA);17.02.2003;U/ml;;125;;Infektserologie
765;HI_I;Haemophilus influenz;Haemophilus influenzae B (IFT);17.02.2003;Titer;;;< 1: 40;Infektserologie
768;PARIETAL;Ak g. Parietalzellen;Parietalzellen;18.02.2003;;;;< 1: 10;Autoantikörper
770;HHV6_I_G;HHV6-IgG IFT;HHV-6 IgG (IFT);18.02.2003;Titer;;;Anm. *;Infektserologie
771;HHV6_I_M;HHV6-IgM IFT;HHV-6 IgM (IFT);18.02.2003;;;;negativ;Infektserologie
774;FAK8RC;Ristocetin-Kofaktor;Ristocetin-Kofaktor;18.02.2003;%;60;150;;Gerinnung Faktoren
777;PTH-R-P;PTH related Protein;PTH related Protein;18.02.2003;;;;;Versand
782;PH-Q;pH i. Punktat (quant;pH i. Erykonzentrat (quant.);18.02.2003;;4,5;7,5;;Toxikologie
783;CD2;(CD2);(CD2);18.02.2003;;;;;Hämatologie Immunzyt
784;CD7;(CD7);(CD7);18.02.2003;;;;;Hämatologie Immunzyt
785;CD25;akt. T-Lymphozyten (;(CD25);18.02.2003;;;;;Hämatologie Immunzyt
786;NA-SCHKK;Natrium i. Schweiss;Natrium im Schweiss;18.02.2003;mval/l;;;;Versand
787;CL-SCHKK;Chlorid i. Schweiss;Chlorid im Schweiss;18.02.2003;mval/l;;;;Versand
788;K-SCH KK;Kalium i. Schweiss;Kalium i. Schweiss;18.02.2003;mval/l;;;;Versand
790;SALICYL;Salicylat;Salicylat;18.02.2003;mg/dl;15;30;;Toxikologie
791;GRAV.IND;Schwangerschaftstest;Schwangerschaftstest;18.02.2003;;;;negativ;Urinstatus
